timestamp,count,uniques
2024-01-28,13,12
2024-01-29,15,8
2024-01-30,2,1
2024-02-02,1,1
2024-02-05,1,1
2024-02-13,1,1
2024-02-18,1,1
2024-02-19,1,1
2024-02-29,1,1
2024-03-04,2,1
2024-03-18,1,1
2024-03-28,1,1
2024-05-02,6,1
2024-05-07,2,1
2024-05-08,2,1
2024-05-30,4,1
2024-06-01,1,1
2024-06-14,1,1
2024-06-17,1,1
2024-06-24,1,1
2024-06-29,1,1
2024-08-16,1,1
2024-09-04,1,1
2024-09-25,5,5
2024-11-07,1,1
2024-11-16,1,1
2024-12-01,1,1
2024-12-14,1,1
2025-01-10,1,1
