timestamp,count,uniques
2023-06-29,10,8
2023-07-01,3,3
2023-07-03,1,1
2023-07-04,1,1
2023-07-06,1,1
2023-07-08,1,1
2023-08-10,1,1
2023-08-23,1,1
2023-09-01,1,1
2023-09-27,1,1
2023-10-07,1,1
2023-10-09,2,1
2023-10-10,2,1
